F56	F91	F101	F98	F26	F54	F11	F40	F17	F52	F34	F82	F74	F22	F53	F75	F36	F92	F63	F64	F59	F69	O1	F89	F67	F104	F31	F68	F16	F76	F15	F47	F14	F42	F21	F50	F32	F87	F25	F58	F39	F61	F12	F60	F100	F23	F70	F37	F84	F20	F95	F90	F30	F79	F94	F71	F102	F44	F103	F18	F45	F33	F88	F19	F51	F65	F93	F29	F81	F49	F38	F83	F27	F55	F43	F97	F96	F28	F62	F99	F35	F78	F85	F86	F57	F13	F41	F48	F24	F80	F66	F72	F73	F77
sul1 14_AJ517791	0	0	0	0	0	0.0571	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148	0	0	0	0	0	0	0	0	0
sul1 15_EF667294	0	0	0	0	0	0	0	0	0	0.0337	0	0	0	0	0	0	0	0	0.0224	0	0.0218	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0.0454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0509	0.0139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114	0	0	0	0	0	0	0	0	0	0	0.0168	0
sul1 16_EF667294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572	0.0381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0563	0	0	0.0276	0	0	0	0	0	0.0148	0	0	0.0193	0	0	0.0209	0	0	0
sul1 17_AM746675	0	0	0	0	0	0.1141	0	0	0	0	0	0	0	0	0	0	0	0	0.0224	0	0.0218	0	0	0	0	0	0	0	0	0	0	0.0216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209	0	0	0
sul1 18_AY260546	0	0	0	0	0	0.0571	0	0	0	0	0	0	0	0	0.0226	0.0298	0	0	0.0224	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114	0	0	0	0	0	0	0	0	0	0	0	0
sul1 19_DQ125241	0	0	0	0.0347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224	0	0.0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0691	0	0	0	0	0	0	0	0.0499	0	0	0	0	0	0.0174	0	0	0	0	0	0	0	0	0.0509	0	0	0	0	0	0	0.1273	0	0	0	0	0	0	0.0276	0	0	0.0114	0	0	0.0148	0	0	0	0	0	0.0209	0	0	0
sul1 1_AY224185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0298	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0623	0	0	0	0	0	0	0	0	0.0432	0.0174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114	0	0	0	0	0	0	0	0	0	0	0	0
sul1 20_JF262165	0	0	0	0	0	0	0.0466	0	0	0	0	0	0	0	0	0	0	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0356	0	0	0.0572	0	0	0	0	0	0	0	0	0	0	0	0	0.0174	0	0	0	0	0	0	0	0	0	0.0139	0	0	0	0	0	0	0	0	0	0	0	0	0.0276	0	0	0	0	0	0.0148	0	0	0	0	0	0	0	0	0
sul1 21_AJ971344	0	0	0	0	0	0	0	0	0	0.0337	0	0	0	0	0	0	0	0	0	0	0	0.0393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148	0	0	0	0	0	0	0	0	0.0222
sul1 22_AY115475	0	0	0	0.0347	0	0.0571	0.0466	0	0	0	0	0	0	0	0	0.0596	0	0	0	0.0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0815	0	0	0	0.0391	0	0	0	0	0	0.0503	0	0	0	0	0	0	0	0	0.0114	0	0	0	0	0	0	0	0	0	0.0502	0	0
sul1 23_AJ621187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sul1 24_EU117158	0.0311	0	0	0.0347	0	0.0571	0	0	0	0	0	0	0	0	0	0	0	0	0.0224	0	0	0	0	0	0.026	0	0	0	0	0.0257	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168	0
sul1 25_AY878717	0	0	0	0	0	0	0	0	0	0.0337	0	0	0	0	0	0	0	0	0	0.0113	0.0218	0	0	0	0.026	0	0	0	0	0.0257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0276	0	0	0	0	0	0	0	0	0	0	0	0	0.0502	0	0.0222
sul1 26_AY524415	0	0	0	0	0	0.0571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0509	0	0	0	0	0	0	0	0.0381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135	0	0	0	0	0	0	0	0	0	0	0	0.0114	0	0	0.0148	0	0	0	0	0	0	0	0	0
sul1 27_GU562437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174	0	0	0	0	0	0	0	0	0	0.0139	0	0	0	0	0	0	0	0.0455	0	0	0	0	0	0	0	0	0	0	0.0148	0	0	0	0	0	0	0.0502	0.0168	0
sul1 28_JN790946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sul1 29_AJ746361	0	0	0	0	0	0.1712	0	0	0	0	0	0	0	0	0	0.0596	0	0	0	0	0.0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0356	0	0	0	0	0	0	0.0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0413	0	0	0	0	0	0.0502	0	0
sul1 2_CP002151	0.0274	0	0.0419	0	0	0	0.041	0	0	0	0	0	0	0	0	0.0262	0	0	0	0.01	0.0384	0	0	0	0.0458	0.0375	0	0.0592	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0.0304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0432	0.0459	0	0	0	0	0	0	0.0368	0	0	0	0.0238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391	0	0	0	0	0	0	0	0	0.0196
sul1 30_JF262178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0298	0	0	0.0224	0	0.0436	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148	0	0	0	0	0	0	0	0	0
sul1 31_AM040449	0	0	0	0	0	0	0	0	0	0.0337	0	0	0	0	0.0226	0	0	0	0.0224	0.0113	0.0218	0	0	0	0	0	0	0.0336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0432	0	0	0	0	0	0	0	0	0.0454	0	0	0	0	0	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168	0
sul1 32_EF592571	0	0	0.0476	0	0	0	0	0	0	0	0	0	0	0	0	0.0298	0	0	0	0.0113	0.0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209	0	0	0
sul1 33_AJ564903	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.0298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346	0	0	0	0	0.0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148	0	0	0	0	0	0	0	0	0
sul1 3_EU855787	0.0274	0	0	0	0	0	0	0.0176	0	0.0296	0	0	0	0	0.0199	0	0	0	0	0.01	0.0192	0.0346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0314	0	0.0304	0	0.0671	0	0.0548	0.0195	0	0	0	0	0	0	0	0	0.0154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0301	0	0	0.013	0	0	0.017	0	0	0	0	0	0
sul1 5_EU780013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489	0	0.0457	0	0.0342	0	0.0332	0	0.0366	0	0	0	0	0	0	0	0	0	0	0	0.0167	0	0	0	0	0	0	0	0	0.0488	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213
sul1 7_FJ715937	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.0226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0257	0	0	0	0	0	0	0	0	0	0	0	0	0.0572	0	0	0	0	0	0	0	0	0	0	0	0	0.0174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148	0	0	0	0	0	0.0418	0	0.0168	0
sul1 8_JN581942	0	0	0.0478	0	0	0	0	0	0	0.0338	0	0	0	0	0	0.0299	0	0	0	0.0227	0.0219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0511	0	0	0	0.0394	0.0136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149	0	0	0	0	0	0	0	0	0
sul1 9_AY963803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222	0	0	0	0	0.0222	0	0.0386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0561	0	0	0	0	0	0	0.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0499	0.0137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0145	0	0	0.0189	0	0	0	0.0493	0.0165	0
sul2 10_AM183225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0234	0.0308	0	0	0	0	0.0225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153	0	0	0	0	0	0	0	0	0.023
sul2 11_AY232670	0	0	0	0	0	0.0593	0	0	0	0	0	0	0.018	0	0.047	0.031	0	0	0.0466	0	0	0	0	0	0.0271	0	0	0.0349	0	0	0	0.0224	0	0	0	0	0	0	0	0	0.0482	0	0.0594	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141	0	0	0	0	0	0.1755	0	0	0	0	0	0.0118	0	0	0	0	0	0	0	0	0	0	0.0174	0.0231
sul2 12_AF497970	0.0323	0	0	0	0	0	0	0.0208	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0.0271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1189	0.0396	0	0	0.023	0	0	0	0	0	0	0.0804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307	0	0	0.02	0	0	0	0.0521	0	0
sul2 13_AJ289135	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0.0235	0	0	0	0.0233	0.0118	0	0	0	0	0	0	0	0.0349	0	0.0267	0	0.0224	0	0	0	0	0	0	0	0	0	0	0.1189	0	0	0	0	0	0	0	0	0	0	0	0	0.0181	0	0	0	0	0	0.0412	0	0	0	0.0145	0	0	0	0.0281	0	0.1323	0	0	0.0246	0.0585	0	0	0	0	0	0.0237	0	0	0.0154	0	0.0319	0	0	0	0	0	0	0
sul2 14_AJ514834	0	0	0	0	0	0	0	0	0	0	0	0	0.0179	0	0.0234	0	0	0	0	0.0234	0	0	0	0	0	0	0.0426	0	0	0	0	0	0	0	0	0	0	0	0	0.0368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0.0539	0	0	0	0	0	0.0526	0	0	0	0	0	0	0	0	0	0.0245	0	0.0231	0	0.0285	0	0	0	0	0	0.0306	0	0	0	0	0	0	0	0	0.0689
sul2 15_FJ968160	0	0	0	0	0	0.0593	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0.0226	0	0	0	0	0	0	0.0349	0	0.0267	0	0	0	0	0	0	0	0	0	0	0.0482	0	0	0	0	0	0	0	0	0	0	0	0	0.0804	0	0	0	0	0	0	0	0	0	0	0.0528	0	0	0	0	0	0	0	0	0	0	0.0585	0	0	0.0287	0	0	0	0	0	0.0154	0	0	0	0	0	0	0	0	0.0231
sul2 17_U57647	0	0	0	0	0	0	0	0.0208	0	0	0	0	0	0	0	0	0	0	0	0.0118	0.0226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sul2 18_AJ830714	0	0	0	0.036	0	0.0593	0	0.0415	0	0	0	0	0	0	0	0	0	0.0488	0	0	0.0226	0	0	0	0	0	0.0429	0.0349	0	0.0534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118	0	0	0.0154	0	0	0	0	0	0	0	0	0
sul2 19_AJ319822	0.0323	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0.0233	0.0118	0.0226	0	0	0	0.0271	0	0.0429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0542	0.0522	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0473	0	0	0	0	0	0	0	0	0	0	0.0461	0	0	0	0	0	0	0	0	0
sul2 1_AF542061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118	0.0226	0	0	0.0442	0	0	0.0429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0901	0	0	0	0	0	0	0	0	0.0141	0	0	0	0	0	0.117	0	0	0.0287	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174	0
sul2 20_AJ830710	0	0	0	0.036	0	0.0593	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0.0235	0	0.0408	0	0	0	0	0	0.0349	0	0.0267	0	0	0	0	0	0	0	0	0	0	0	0.0718	0.0594	0.0396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0145	0	0	0	0.0141	0	0	0	0	0	0	0.0232	0	0	0	0	0.0237	0	0	0.0461	0	0	0	0	0	0.0217	0	0.0174	0.0231
sul2 2_GQ421466	0.0323	0.0555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233	0	0.0226	0	0	0	0.0271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0	0	0.0792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0461	0	0.0638	0.02	0	0	0.0217	0.1043	0.0174	0
sul2 3_HQ840942	0	0	0	0	0	0	0	0.0415	0	0	0	0	0.0361	0	0.0235	0.031	0	0	0	0	0	0.0408	0	0	0	0	0	0.0698	0	0	0	0.0224	0	0	0	0	0	0	0	0.037	0	0	0	0.0396	0	0	0.023	0	0	0	0	0	0	0	0	0.0181	0	0	0	0	0	0	0	0	0	0.0145	0	0	0	0.0141	0	0	0	0	0	0	0	0	0	0	0	0.0118	0	0	0.0154	0	0	0.04	0	0	0.0217	0	0.0174	0
sul2 5_AY524415	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0.0181	0	0.051	0	0	0	0	0	0	0.0528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118	0	0	0	0	0	0	0	0	0.0217	0.0521	0.0174	0
sul2 6_FN995456	0	0	0	0.036	0	0	0	0.0208	0	0	0	0	0	0	0	0	0	0	0.0233	0	0	0.0408	0	0	0	0.0443	0	0.0349	0	0	0	0	0	0	0	0.0529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0554	0	0	0	0	0	0	0	0.0522	0	0	0	0	0.0528	0	0	0	0	0.0281	0	0	0	0.0473	0	0	0	0	0	0	0	0.0237	0	0	0.0154	0	0	0	0.0616	0	0	0	0	0.0231
sul2 7_HM486907	0	0	0	0	0	0.056	0	0	0	0	0	0	0.017	0	0	0.0292	0	0	0	0.0111	0	0	0	0	0.0256	0	0	0.132	0	0	0	0	0	0	0	0	0	0	0	0	0.0456	0	0	0	0.0336	0	0	0	0	0	0	0	0	0	0	0.0171	0	0	0	0	0	0	0	0	0	0.0137	0	0	0	0	0	0	0	0.0447	0	0	0	0	0.0271	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0165	0.0218
sul2 8_AJ877041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222	0	0	0	0	0.0222	0.0214	0	0	0	0.0256	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0561	0	0	0	0	0	0	0	0	0	0	0	0	0.0171	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133	0	0	0	0	0.0233	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0
sul2 9_FJ197818	0.0917	0	0.0467	0	0	0	0	0	0.0279	0	0	0	0	0	0	0	0	0	0	0	0.0641	0	0	0	0	0	0	0.033	0	0.0252	0	0	0	0	0	0	0	0	0	0	0.0456	0	0	0	0	0	0	0	0	0	0	0	0	0.0759	0	0.0171	0	0.0481	0	0	0	0.039	0	0	0.0499	0	0	0	0	0.0133	0	0	0	0	0	0	0	0	0.0271	0	0	0.0112	0	0	0	0	0.0302	0	0	0	0.0411	0.0493	0	0.0218
sul3 2_AJ459418	0	0	0	0	0	0.0617	0	0.0216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0	0	0	0	0.0491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208	0	0	0	0	0	0
sul3 3_AY047357	0	0	0	0.034	0	0	0	0	0	0	0	0	0	0	0.0222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sul3 6_AB281183	0	0	0.0467	0	0	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0.022	0.0111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0678	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219	0	0	0	0	0	0	0	0.0145	0	0	0	0	0	0	0	0	0.0218
tet(31) 1_GQ283908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tet(31) 2_AJ250203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0315	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tet(32) 1_EU722333	0.1969	0.1391	0.3894	0.2839	0.4696	0.276	0.4508	0.305	0.3596	0.2881	0.1104	0.1074	0.5553	0.2199	0.2273	0.3104	0.327	0.3495	0.2751	0.1811	0.0892	0.1755	0.2335	0.0792	0.2906	0.1903	0.2149	0.2251	0.1651	0.2775	0.2281	0.1685	0.2255	0.0451	0.1183	0.0379	0.3564	0.3367	0.2379	0.1061	0.0518	0.2186	0.4044	0.1135	0.1656	0.3706	0.2799	0.2095	0.4511	0.2787	0.3982	0.1191	0.0271	0.2015	0.2732	0.1883	0.1969	0.146	0.2134	0.3179	0.1937	0.1477	0.1365	0.338	0.1325	0.1244	0.6987	0.8181	0.3648	0.1058	0	0.5684	0.2808	0.1524	0.2998	0.2723	0.2658	0.3187	0.1849	0.1231	0.0397	0.1144	0.2418	0.1153	0.1321	0.2763	0.3544	0.1004	0.2646	0.2692	0.1401	0.1307	0.0937	0.0744
tet(32) 2_EF626943	0.3359	0.3378	0.6549	0.6065	0.7925	0.3185	0.9536	0.7439	0.6029	0.7014	0.1325	0.501	1.1493	0.4124	0.4631	0.5322	0.327	0.8911	0.5253	0.6024	0.2107	0.3364	0.3649	0.5384	0.5716	0.2061	0.5218	0.2877	0.3095	0.5072	0.5215	0.329	0.5203	0.4957	0.2367	0.2654	0.5832	0.5494	0.4209	0.2254	0.19	0.2571	0.3405	0.3405	0.4968	0.6022	0.5846	0.1571	0.9304	0.5946	0.6059	0.2581	0.4069	0.2015	0.4178	0.3636	0.358	0.2738	0.4851	0.4675	0.6779	0.4875	0.4852	0.4056	0.3028	0.3473	0.9753	1.3771	0.715	0.2166	0.5192	0.4737	0.5241	0.3386	0.7671	1.0474	0.6645	0.711	0.5445	0.5415	0.1787	0.3516	0.6883	0.4843	0.3413	0.8904	0.5716	0.3442	0.3528	0.4038	0.1634	0.1494	0.1874	0.1488
tet(33) 1_DQ077487	0	0	0	0	0	0	0	0	0	0	0	0	0.0206	0	0	0	0	0	0	0	0	0.0468	0.0467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tet(33) 2_AY255627	0	0	0	0	0	0	0	0	0	0	0	0	0.0217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229	0	0.0085	0	0	0.0314	0	0	0	0	0	0	0	0	0	0.0312	0	0	0.0258	0	0.0241	0	0	0.0131	0	0	0
tet(33) 3_DQ390458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084	0	0.0221	0.0237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089	0	0	0.0233	0	0	0	0	0	0
tet(36) 1_AJ514254	0	0.0992	0	0.0386	0	0	0	0	0	0.0125	0.022	0	0	0	0.0084	0	0	0.0174	0	0	0	0	0	0.0474	0	0.0475	0	0	0	0	0	0	0	0	0.0506	0	0	0.1415	0	0.0132	0	0	0	0.0142	0.0381	0	0.0247	0	0	0	0.0173	0.0396	0	0	0.016	0	0.0179	0	0.0387	0	0	0.0147	0.1211	0.0169	0	0	0.0291	0	0	0	0	0	0	0	0	0.0836	0.0166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186	0.0062	0.0083
tet(39) 2_EU495989	0.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0828	0	0	0	0	0.0185	0	0	0	0	0	0	0	0	0
tet(39) 2_EU495991	0	0	0	0	0	0	0	0	0	0.0422	0	0	0	0	0	0.0746	0	0.0588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0597	0	0	0	0	0.0716	0	0	0	0	0	0	0	0	0	0	0	0	0.0219	0	0	0	0	0	0	0	0	0.0637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185	0	0	0	0	0	0	0	0	0.0278
